type,entry_time,exittime,Entryvalue,exitvalue,entry,lot_size,pips,PnL,Equity,exit_type,BasketID,Duration
Long,2019-12-06 09:15:00,2019-12-06 12:15:00,580.25,552.0,Long,38,-28.25,-1073.5,445025.4499999972,SL,BANDHANBNK,0 days 03:00:00
Long,2019-12-06 09:15:00,2019-12-06 12:15:00,3.45,3.4,Long,6449,-0.050000000000000266,-322.4500000000017,444702.9999999972,SL,RHFL-BE,0 days 03:00:00
Long,2019-12-06 10:15:00,2019-12-06 13:15:00,1.25,1.15,Long,17788,-0.10000000000000009,-1778.8000000000015,442924.1999999972,SL,RCOM-BE,0 days 03:00:00
Long,2019-12-06 10:15:00,2019-12-06 13:15:00,8.25,7.9,Long,2684,-0.34999999999999964,-939.3999999999991,441984.7999999972,SL,RENUKA,0 days 03:00:00
Long,2019-12-06 10:15:00,2019-12-06 13:15:00,426.9,416.9,Long,51,-10.0,-510.0,441474.7999999972,SL,BERGEPAINT,0 days 03:00:00
Long,2019-12-06 10:15:00,2019-12-06 13:15:00,254.4,260.0,Long,86,5.599999999999994,481.5999999999995,441956.3999999972,TP,INDUSTOWER,0 days 03:00:00
Long,2019-12-06 12:15:00,2019-12-06 15:15:00,126.1,122.7,Long,175,-3.3999999999999915,-594.9999999999985,441361.3999999972,SL,ADANIGREEN,0 days 03:00:00
Long,2019-12-06 12:15:00,2019-12-06 15:15:00,1.55,1.75,Long,14237,0.19999999999999996,2847.399999999999,444208.7999999972,TP,URJA,0 days 03:00:00
Long,2019-12-06 12:15:00,2019-12-06 15:15:00,2.1,2.05,Long,10576,-0.050000000000000266,-528.8000000000028,443679.9999999972,SL,SUZLON-BE,0 days 03:00:00
Long,2019-12-06 12:15:00,2019-12-06 15:15:00,571.4,558.9,Long,38,-12.5,-475.0,443204.9999999972,SL,CONCOR,0 days 03:00:00
Long,2019-12-06 13:15:00,2019-12-09 09:15:00,6.45,6.45,Long,3435,0.0,0.0,443204.9999999972,SL,BAJAJHIND,2 days 20:00:00
Long,2019-12-06 13:15:00,2019-12-09 09:15:00,60.65,57.7,Long,365,-2.9499999999999957,-1076.7499999999984,442128.2499999972,SL,SCI,2 days 20:00:00
Long,2019-12-06 13:15:00,2019-12-09 09:15:00,123.65,124.0,Long,178,0.3499999999999943,62.29999999999899,442190.5499999972,TP,GRANULES,2 days 20:00:00
Long,2019-12-06 13:15:00,2019-12-09 09:15:00,3.35,3.25,Long,6599,-0.10000000000000009,-659.9000000000005,441530.6499999972,SL,RHFL-BE,2 days 20:00:00
Long,2019-12-06 14:15:00,2019-12-09 10:15:00,19.5,19.75,Long,1132,0.25,283.0,441813.6499999972,TP,CENTRALBK,2 days 20:00:00
Long,2019-12-06 14:15:00,2019-12-09 10:15:00,2.65,2.5,Long,8336,-0.1499999999999999,-1250.3999999999992,440563.24999999715,SL,TTML,2 days 20:00:00
Long,2019-12-06 14:15:00,2019-12-09 10:15:00,48.4,47.55,Long,455,-0.8500000000000014,-386.7500000000006,440176.49999999715,SL,COFFEEDAY,2 days 20:00:00
Long,2019-12-06 14:15:00,2019-12-09 10:15:00,41.5,41.75,Long,530,0.25,132.5,440308.99999999715,TP,VAKRANGEE,2 days 20:00:00
Long,2019-12-06 14:15:00,2019-12-09 10:15:00,38.15,37.5,Long,577,-0.6499999999999986,-375.04999999999916,439933.94999999716,SL,ARVIND,2 days 20:00:00
Long,2019-12-06 15:15:00,2019-12-09 11:15:00,258.95,251.05,Long,84,-7.899999999999977,-663.5999999999981,439270.3499999972,SL,SUVEN,2 days 20:00:00
Long,2019-12-06 15:15:00,2019-12-09 11:15:00,489.8,503.75,Long,44,13.949999999999989,613.7999999999995,439884.1499999972,TP,CENTURYTEX,2 days 20:00:00
Long,2019-12-06 15:15:00,2019-12-09 11:15:00,12.65,13.8,Long,1738,1.1500000000000004,1998.7000000000007,441882.8499999972,TP,DISHTV,2 days 20:00:00
Long,2019-12-06 15:15:00,2019-12-09 11:15:00,564.4,550.65,Long,39,-13.75,-536.25,441346.5999999972,SL,BANDHANBNK,2 days 20:00:00
Long,2019-12-09 09:15:00,2019-12-09 12:15:00,3.4,3.25,Long,6490,-0.1499999999999999,-973.4999999999994,440373.0999999972,SL,RHFL-BE,0 days 03:00:00
Long,2019-12-09 09:15:00,2019-12-09 12:15:00,4.15,4.1,Long,5305,-0.05000000000000071,-265.25000000000375,440107.8499999972,SL,GVKPIL-BE,0 days 03:00:00
Long,2019-12-09 10:15:00,2019-12-09 13:15:00,157.85,148.35,Long,139,-9.5,-1320.5,438787.3499999972,SL,DHANI,0 days 03:00:00
Long,2019-12-09 10:15:00,2019-12-09 13:15:00,57.8,56.2,Long,379,-1.5999999999999943,-606.3999999999978,438180.94999999716,SL,YESBANK,0 days 03:00:00
Long,2019-12-09 10:15:00,2019-12-09 13:15:00,23.3,22.2,Long,940,-1.1000000000000014,-1034.0000000000014,437146.94999999716,SL,RELINFRA,0 days 03:00:00
Long,2019-12-09 10:15:00,2019-12-09 13:15:00,2.05,2.05,Long,10662,0.0,0.0,437146.94999999716,SL,SUZLON-BE,0 days 03:00:00
Long,2019-12-09 11:15:00,2019-12-09 14:15:00,309.5,305.5,Long,70,-4.0,-280.0,436866.94999999716,SL,CHOLAFIN,0 days 03:00:00
Long,2019-12-09 11:15:00,2019-12-09 14:15:00,159.0,162.3,Long,137,3.3000000000000114,452.10000000000156,437319.04999999714,TP,SPARC,0 days 03:00:00
Long,2019-12-09 11:15:00,2019-12-09 14:15:00,39.55,39.35,Long,552,-0.19999999999999574,-110.39999999999765,437208.6499999971,SL,SAIL,0 days 03:00:00
Long,2019-12-09 11:15:00,2019-12-09 14:15:00,14.0,13.35,Long,1561,-0.6500000000000004,-1014.6500000000005,436193.9999999971,SL,DISHTV,0 days 03:00:00
Long,2019-12-09 12:15:00,2019-12-09 15:15:00,697.75,686.8,Long,31,-10.950000000000045,-339.4500000000014,435854.5499999971,SL,RAYMOND,0 days 03:00:00
Long,2019-12-09 12:15:00,2019-12-09 15:15:00,89.0,86.65,Long,244,-2.3499999999999943,-573.3999999999986,435281.14999999705,SL,ITI,0 days 03:00:00
Long,2019-12-09 13:15:00,2019-12-10 09:15:00,326.05,317.25,Long,66,-8.800000000000011,-580.8000000000008,434700.34999999707,SL,SBIN,0 days 20:00:00
Long,2019-12-09 13:15:00,2019-12-10 09:15:00,98.1,96.95,Long,221,-1.1499999999999915,-254.1499999999981,434446.19999999704,SL,BANKBARODA,0 days 20:00:00
Long,2019-12-09 13:15:00,2019-12-10 09:15:00,22.75,22.95,Long,954,0.1999999999999993,190.79999999999933,434636.99999999703,TP,RELINFRA,0 days 20:00:00
Long,2019-12-09 13:15:00,2019-12-10 09:15:00,7.9,7.85,Long,2750,-0.05000000000000071,-137.50000000000196,434499.49999999703,SL,RENUKA,0 days 20:00:00
Long,2019-12-09 14:15:00,2019-12-10 10:15:00,6.65,6.5,Long,3266,-0.15000000000000036,-489.90000000000117,434009.599999997,SL,BAJAJHIND,0 days 20:00:00
Long,2019-12-09 14:15:00,2019-12-10 10:15:00,59.55,57.6,Long,364,-1.9499999999999957,-709.7999999999985,433299.799999997,SL,SCI,0 days 20:00:00
Long,2019-12-09 14:15:00,2019-12-10 10:15:00,1.75,1.9,Long,12379,0.1499999999999999,1856.849999999999,435156.649999997,TP,URJA,0 days 20:00:00
Long,2019-12-09 15:15:00,2019-12-10 11:15:00,2.0,1.95,Long,10878,-0.050000000000000044,-543.9000000000004,434612.749999997,SL,SUZLON-BE,0 days 20:00:00
Long,2019-12-09 15:15:00,2019-12-10 11:15:00,125.05,127.5,Long,173,2.450000000000003,423.8500000000005,435036.59999999695,TP,ADANIGREEN,0 days 20:00:00
Long,2019-12-09 15:15:00,2019-12-10 11:15:00,4.15,4.0,Long,5241,-0.15000000000000036,-786.1500000000019,434250.4499999969,SL,GVKPIL-BE,0 days 20:00:00
Long,2019-12-09 15:15:00,2019-12-10 11:15:00,9.15,8.75,Long,2372,-0.40000000000000036,-948.8000000000009,433301.64999999694,SL,JISLJALEQS,0 days 20:00:00
Long,2019-12-10 09:15:00,2019-12-10 12:15:00,34.0,33.1,Long,637,-0.8999999999999986,-573.299999999999,432728.34999999695,SL,IDFC,0 days 03:00:00
Long,2019-12-10 10:15:00,2019-12-10 13:15:00,3.35,3.4,Long,6458,0.04999999999999982,322.89999999999884,433051.249999997,TP,RPOWER,0 days 03:00:00
Long,2019-12-10 10:15:00,2019-12-10 13:15:00,155.9,153.8,Long,138,-2.0999999999999943,-289.7999999999992,432761.449999997,SL,DHANI,0 days 03:00:00
Long,2019-12-10 10:15:00,2019-12-10 13:15:00,156.75,152.8,Long,138,-3.9499999999999886,-545.0999999999984,432216.349999997,SL,ATGL,0 days 03:00:00
Long,2019-12-10 10:15:00,2019-12-10 13:15:00,6.7,6.55,Long,3225,-0.15000000000000036,-483.75000000000114,431732.599999997,SL,IDEA,0 days 03:00:00
Long,2019-12-10 12:15:00,2019-12-10 15:15:00,4.0,4.1,Long,5396,0.09999999999999964,539.5999999999981,432272.199999997,TP,GVKPIL-BE,0 days 03:00:00
Long,2019-12-10 13:15:00,2019-12-11 09:15:00,66.6,65.3,Long,324,-1.2999999999999972,-421.1999999999991,431850.999999997,SL,TATAMTRDVR,0 days 20:00:00
Long,2019-12-10 13:15:00,2019-12-11 09:15:00,43.35,42.6,Long,498,-0.75,-373.5,431477.499999997,SL,NATIONALUM,0 days 20:00:00
Long,2019-12-10 13:15:00,2019-12-11 09:15:00,36.9,35.5,Long,584,-1.3999999999999986,-817.5999999999992,430659.899999997,SL,ARVIND,0 days 20:00:00
Long,2019-12-10 13:15:00,2019-12-11 09:15:00,99.0,99.7,Long,217,0.7000000000000028,151.9000000000006,430811.799999997,TP,RECLTD,0 days 20:00:00
Long,2019-12-10 13:15:00,2019-12-11 09:15:00,94.6,95.05,Long,227,0.45000000000000284,102.15000000000065,430913.94999999704,TP,ABCAPITAL,0 days 20:00:00
Long,2019-12-10 14:15:00,2019-12-11 10:15:00,42.75,40.3,Long,503,-2.450000000000003,-1232.3500000000015,429681.59999999707,SL,COFFEEDAY,0 days 20:00:00
Long,2019-12-10 15:15:00,2019-12-11 11:15:00,33.25,32.45,Long,646,-0.7999999999999972,-516.7999999999981,429164.7999999971,SL,BEL,0 days 20:00:00
Long,2019-12-10 15:15:00,2019-12-11 11:15:00,3.4,3.25,Long,6311,-0.1499999999999999,-946.6499999999994,428218.14999999705,SL,RPOWER,0 days 20:00:00
Long,2019-12-10 15:15:00,2019-12-11 11:15:00,2.0,1.95,Long,10705,-0.050000000000000044,-535.2500000000005,427682.89999999705,SL,SUZLON-BE,0 days 20:00:00
Long,2019-12-10 15:15:00,2019-12-11 11:15:00,401.75,397.45,Long,53,-4.300000000000011,-227.9000000000006,427454.99999999703,SL,AUBANK,0 days 20:00:00
Long,2019-12-11 09:15:00,2019-12-11 12:15:00,74.05,74.35,Long,288,0.29999999999999716,86.39999999999918,427541.39999999705,TP,IOC,0 days 03:00:00
Long,2019-12-11 09:15:00,2019-12-11 12:15:00,13.7,13.35,Long,1560,-0.34999999999999964,-545.9999999999994,426995.39999999705,SL,DISHTV,0 days 03:00:00
Long,2019-12-11 09:15:00,2019-12-11 12:15:00,7.7,7.55,Long,2772,-0.15000000000000036,-415.800000000001,426579.59999999707,SL,RENUKA,0 days 03:00:00
Long,2019-12-11 09:15:00,2019-12-11 12:15:00,24.35,23.9,Long,875,-0.45000000000000284,-393.7500000000025,426185.84999999707,SL,FCONSUMER-BE,0 days 03:00:00
Long,2019-12-11 10:15:00,2019-12-11 13:15:00,306.45,307.15,Long,69,0.6999999999999886,48.299999999999216,426234.14999999705,TP,GRAPHITE,0 days 03:00:00
Long,2019-12-11 10:15:00,2019-12-11 13:15:00,567.6,568.5,Long,37,0.8999999999999773,33.29999999999916,426267.44999999704,TP,JUSTDIAL,0 days 03:00:00
Long,2019-12-11 10:15:00,2019-12-11 13:15:00,6.9,6.7,Long,3088,-0.20000000000000018,-617.6000000000006,425649.84999999707,SL,IDEA,0 days 03:00:00
Long,2019-12-11 10:15:00,2019-12-11 13:15:00,95.0,96.3,Long,224,1.2999999999999972,291.19999999999936,425941.0499999971,TP,ABCAPITAL,0 days 03:00:00
Long,2019-12-11 11:15:00,2019-12-11 14:15:00,7.4,7.3,Long,2877,-0.10000000000000053,-287.7000000000015,425653.34999999707,SL,HCL-INSYS,0 days 03:00:00
Long,2019-12-11 11:15:00,2019-12-11 14:15:00,2.4,2.35,Long,8867,-0.04999999999999982,-443.34999999999843,425209.9999999971,SL,TTML,0 days 03:00:00
Long,2019-12-11 13:15:00,2019-12-12 09:15:00,248.3,231.2,Long,85,-17.100000000000023,-1453.5000000000018,423756.4999999971,SL,CSBBANK,0 days 20:00:00
Long,2019-12-11 13:15:00,2019-12-12 09:15:00,6.35,6.5,Long,3336,0.15000000000000036,500.40000000000117,424256.8999999971,TP,IFCI,0 days 20:00:00
Long,2019-12-11 13:15:00,2019-12-12 09:15:00,41.25,40.85,Long,514,-0.3999999999999986,-205.59999999999928,424051.29999999714,SL,COFFEEDAY,0 days 20:00:00
Long,2019-12-11 13:15:00,2019-12-12 09:15:00,78.05,79.25,Long,271,1.2000000000000028,325.2000000000008,424376.49999999715,TP,GAIL,0 days 20:00:00
Long,2019-12-11 14:15:00,2019-12-12 10:15:00,165.65,169.15,Long,128,3.5,448.0,424824.49999999715,TP,MANAPPURAM,0 days 20:00:00
Long,2019-12-11 14:15:00,2019-12-12 10:15:00,7.55,7.7,Long,2813,0.15000000000000036,421.950000000001,425246.44999999716,TP,RENUKA,0 days 20:00:00
Long,2019-12-11 14:15:00,2019-12-12 10:15:00,278.5,279.6,Long,76,1.1000000000000227,83.60000000000173,425330.04999999714,TP,ZEEL,0 days 20:00:00
Long,2019-12-11 14:15:00,2019-12-12 10:15:00,21.35,23.25,Long,996,1.8999999999999986,1892.3999999999985,427222.44999999716,TP,PCJEWELLER,0 days 20:00:00
Long,2019-12-11 15:15:00,2019-12-12 11:15:00,142.15,139.05,Long,150,-3.0999999999999943,-464.99999999999915,426757.44999999716,SL,INDHOTEL,0 days 20:00:00
Long,2019-12-11 15:15:00,2019-12-12 11:15:00,343.35,348.8,Long,62,5.449999999999989,337.8999999999993,427095.3499999972,TP,NAM-INDIA,0 days 20:00:00
Long,2019-12-11 15:15:00,2019-12-12 11:15:00,968.35,960.0,Long,22,-8.350000000000023,-183.7000000000005,426911.6499999972,SL,SBILIFE,0 days 20:00:00
Long,2019-12-11 15:15:00,2019-12-12 11:15:00,107.4,117.0,Long,198,9.599999999999994,1900.7999999999988,428812.44999999716,TP,STLTECH,0 days 20:00:00
Long,2019-12-12 09:15:00,2019-12-12 12:15:00,114.0,113.85,Long,188,-0.15000000000000568,-28.20000000000107,428784.24999999715,SL,EDELWEISS,0 days 03:00:00
Long,2019-12-12 09:15:00,2019-12-12 12:15:00,41.5,41.3,Long,516,-0.20000000000000284,-103.20000000000147,428681.04999999714,SL,VAKRANGEE,0 days 03:00:00
Long,2019-12-12 09:15:00,2019-12-12 12:15:00,46.45,46.45,Long,461,0.0,0.0,428681.04999999714,SL,IEX,0 days 03:00:00
Long,2019-12-12 09:15:00,2019-12-12 12:15:00,43.15,45.95,Long,496,2.8000000000000043,1388.800000000002,430069.8499999971,TP,YESBANK,0 days 03:00:00
Long,2019-12-12 10:15:00,2019-12-12 13:15:00,2.3,2.3,Long,9349,0.0,0.0,430069.8499999971,SL,JPASSOCIAT,0 days 03:00:00
Long,2019-12-12 10:15:00,2019-12-12 13:15:00,23.1,23.55,Long,930,0.4499999999999993,418.4999999999993,430488.3499999971,TP,PCJEWELLER,0 days 03:00:00
Long,2019-12-12 10:15:00,2019-12-12 13:15:00,325.3,323.0,Long,66,-2.3000000000000114,-151.80000000000075,430336.54999999714,SL,TATACONSUM,0 days 03:00:00
Long,2019-12-12 10:15:00,2019-12-12 13:15:00,160.05,158.7,Long,134,-1.3500000000000227,-180.90000000000305,430155.6499999971,SL,DHANI,0 days 03:00:00
Long,2019-12-12 11:15:00,2019-12-12 14:15:00,1.3,1.35,Long,16544,0.050000000000000044,827.2000000000007,430982.8499999971,TP,JPPOWER,0 days 03:00:00
Long,2019-12-12 11:15:00,2019-12-12 14:15:00,7.75,7.75,Long,2780,0.0,0.0,430982.8499999971,SL,RENUKA,0 days 03:00:00
Long,2019-12-12 11:15:00,2019-12-12 14:15:00,1.9,1.95,Long,11341,0.050000000000000044,567.0500000000005,431549.8999999971,TP,SUZLON-BE,0 days 03:00:00
Long,2019-12-12 11:15:00,2019-12-12 14:15:00,2.4,2.35,Long,8990,-0.04999999999999982,-449.4999999999984,431100.3999999971,SL,TTML,0 days 03:00:00
Long,2019-12-12 12:15:00,2019-12-12 15:15:00,26.85,27.75,Long,802,0.8999999999999986,721.7999999999988,431822.1999999971,TP,RATEGAIN,0 days 03:00:00
Long,2019-12-12 12:15:00,2019-12-12 15:15:00,87.7,89.8,Long,246,2.0999999999999943,516.5999999999985,432338.7999999971,TP,JAICORPLTD,0 days 03:00:00
Long,2019-12-12 12:15:00,2019-12-12 15:15:00,21.5,21.55,Long,1005,0.05000000000000071,50.25000000000071,432389.0499999971,TP,TV18BRDCST,0 days 03:00:00
Long,2019-12-12 12:15:00,2019-12-12 15:15:00,46.7,46.7,Long,462,0.0,0.0,432389.0499999971,SL,YESBANK,0 days 03:00:00
Long,2019-12-12 13:15:00,2019-12-13 09:15:00,278.3,308.45,Long,77,30.149999999999977,2321.5499999999984,434710.59999999707,TP,IBULHSGFIN,0 days 20:00:00
Long,2019-12-12 13:15:00,2019-12-13 09:15:00,25.6,25.3,Long,849,-0.3000000000000007,-254.7000000000006,434455.89999999705,SL,NETWORK18,0 days 20:00:00
Long,2019-12-12 13:15:00,2019-12-13 09:15:00,7.55,7.35,Long,2877,-0.20000000000000018,-575.4000000000005,433880.49999999703,SL,HCL-INSYS,0 days 20:00:00
Long,2019-12-12 13:15:00,2019-12-13 09:15:00,35.4,38.8,Long,612,3.3999999999999986,2080.7999999999993,435961.299999997,TP,IDBI,0 days 20:00:00
Long,2019-12-12 14:15:00,2019-12-13 10:15:00,205.55,208.3,Long,106,2.75,291.5,436252.799999997,TP,M&MFIN,0 days 20:00:00
Long,2019-12-12 14:15:00,2019-12-13 10:15:00,21.1,21.1,Long,1033,0.0,0.0,436252.799999997,SL,GMRINFRA,0 days 20:00:00
Long,2019-12-12 14:15:00,2019-12-13 10:15:00,171.75,173.15,Long,127,1.4000000000000057,177.80000000000072,436430.599999997,TP,MANAPPURAM,0 days 20:00:00
Long,2019-12-12 14:15:00,2019-12-13 10:15:00,13.5,13.55,Long,1616,0.05000000000000071,80.80000000000115,436511.399999997,TP,DISHTV,0 days 20:00:00
Long,2019-12-12 15:15:00,2019-12-13 11:15:00,312.75,315.7,Long,69,2.9499999999999886,203.54999999999922,436714.949999997,TP,CHOLAFIN,0 days 20:00:00
Long,2019-12-12 15:15:00,2019-12-13 11:15:00,158.7,167.1,Long,137,8.400000000000006,1150.8000000000009,437865.749999997,TP,DHANI,0 days 20:00:00
Long,2019-12-12 15:15:00,2019-12-13 11:15:00,223.55,227.75,Long,97,4.199999999999989,407.3999999999989,438273.149999997,TP,CSBBANK,0 days 20:00:00
Long,2019-12-12 15:15:00,2019-12-13 11:15:00,59.15,64.2,Long,370,5.050000000000004,1868.5000000000016,440141.649999997,TP,SCI,0 days 20:00:00
Long,2019-12-13 09:15:00,2019-12-13 12:15:00,93.95,93.3,Long,234,-0.6500000000000057,-152.10000000000133,439989.549999997,SL,ITI,0 days 03:00:00
Long,2019-12-13 09:15:00,2019-12-13 12:15:00,24.6,25.45,Long,894,0.8499999999999979,759.899999999998,440749.44999999704,TP,PCJEWELLER,0 days 03:00:00
Long,2019-12-13 09:15:00,2019-12-13 12:15:00,119.9,121.0,Long,183,1.0999999999999943,201.29999999999896,440950.74999999703,TP,STLTECH,0 days 03:00:00
Long,2019-12-13 09:15:00,2019-12-13 12:15:00,18.1,18.0,Long,1218,-0.10000000000000142,-121.80000000000173,440828.94999999704,SL,MMTC,0 days 03:00:00
Long,2019-12-13 10:15:00,2019-12-13 13:15:00,2.95,2.75,Long,7471,-0.20000000000000018,-1494.2000000000014,439334.74999999703,SL,RHFL-BE,0 days 03:00:00
Long,2019-12-13 10:15:00,2019-12-13 13:15:00,17.0,16.95,Long,1292,-0.05000000000000071,-64.60000000000092,439270.14999999705,SL,UCOBANK,0 days 03:00:00
Long,2019-12-13 10:15:00,2019-12-13 13:15:00,2.5,2.45,Long,8785,-0.04999999999999982,-439.24999999999847,438830.89999999705,SL,TTML,0 days 03:00:00
Long,2019-12-13 10:15:00,2019-12-13 13:15:00,7.1,7.55,Long,3090,0.4500000000000002,1390.5000000000005,440221.39999999705,TP,TRIDENT,0 days 03:00:00
Long,2019-12-13 11:15:00,2019-12-13 14:15:00,9.85,10.35,Long,2234,0.5,1117.0,441338.39999999705,TP,HCC,0 days 03:00:00
Long,2019-12-13 11:15:00,2019-12-13 14:15:00,1.4,1.45,Long,15762,0.050000000000000044,788.1000000000007,442126.49999999703,TP,JPPOWER,0 days 03:00:00
Long,2019-12-13 11:15:00,2019-12-13 14:15:00,2064.0,2070.0,Long,10,6.0,60.0,442186.49999999703,TP,TCS,0 days 03:00:00
Long,2019-12-13 12:15:00,2019-12-13 15:15:00,64.65,61.95,Long,341,-2.700000000000003,-920.700000000001,441265.799999997,SL,SCI,0 days 03:00:00
Long,2019-12-13 12:15:00,2019-12-13 15:15:00,1.9,1.9,Long,11612,0.0,0.0,441265.799999997,SL,SUZLON-BE,0 days 03:00:00
Long,2019-12-13 12:15:00,2019-12-13 15:15:00,26.4,26.35,Long,835,-0.04999999999999716,-41.74999999999763,441224.049999997,SL,NETWORK18,0 days 03:00:00
Long,2019-12-13 12:15:00,2019-12-13 15:15:00,198.3,196.8,Long,111,-1.5,-166.5,441057.549999997,SL,AMBUJACEM,0 days 03:00:00
Long,2019-12-13 13:15:00,2019-12-16 09:15:00,4.3,4.7,Long,5128,0.40000000000000036,2051.2000000000016,443108.74999999703,TP,GVKPIL-BE,2 days 20:00:00
Long,2019-12-13 13:15:00,2019-12-16 09:15:00,2.35,2.3,Long,9427,-0.050000000000000266,-471.3500000000025,442637.39999999705,SL,JPASSOCIAT,2 days 20:00:00
Long,2019-12-13 13:15:00,2019-12-16 09:15:00,54.2,55.1,Long,408,0.8999999999999986,367.1999999999994,443004.59999999707,TP,TATAPOWER,2 days 20:00:00
Long,2019-12-13 13:15:00,2019-12-16 09:15:00,17.15,17.15,Long,1291,0.0,0.0,443004.59999999707,SL,UCOBANK,2 days 20:00:00
Long,2019-12-13 14:15:00,2019-12-16 10:15:00,308.7,309.55,Long,71,0.8500000000000227,60.350000000001614,443064.94999999704,TP,IBULHSGFIN,2 days 20:00:00
Long,2019-12-13 14:15:00,2019-12-16 10:15:00,2.45,2.4,Long,9042,-0.050000000000000266,-452.1000000000024,442612.84999999707,SL,TTML,2 days 20:00:00
Long,2019-12-13 14:15:00,2019-12-16 10:15:00,229.75,229.9,Long,96,0.15000000000000568,14.400000000000546,442627.2499999971,TP,DLF,2 days 20:00:00
Long,2019-12-13 14:15:00,2019-12-16 10:15:00,44.7,44.3,Long,495,-0.4000000000000057,-198.0000000000028,442429.2499999971,SL,JAYBARMARU,2 days 20:00:00
Long,2019-12-13 15:15:00,2019-12-16 11:15:00,7.95,7.95,Long,2782,0.0,0.0,442429.2499999971,SL,RENUKA,2 days 20:00:00
Long,2019-12-13 15:15:00,2019-12-16 11:15:00,26.3,27.2,Long,841,0.8999999999999986,756.8999999999988,443186.1499999971,TP,PCJEWELLER,2 days 20:00:00
Long,2019-12-13 15:15:00,2019-12-16 11:15:00,6.45,6.7,Long,3435,0.25,858.75,444044.8999999971,TP,BAJAJHIND,2 days 20:00:00
Long,2019-12-13 15:15:00,2019-12-16 11:15:00,10.35,10.7,Long,2145,0.34999999999999964,750.7499999999992,444795.6499999971,TP,HCC,2 days 20:00:00
Long,2019-12-16 09:15:00,2019-12-16 12:15:00,1.45,1.35,Long,15337,-0.09999999999999987,-1533.699999999998,443261.9499999971,SL,JPPOWER,0 days 03:00:00
Long,2019-12-16 09:15:00,2019-12-16 12:15:00,1.9,1.85,Long,11664,-0.04999999999999982,-583.1999999999979,442678.7499999971,SL,SUZLON-BE,0 days 03:00:00
Long,2019-12-16 10:15:00,2019-12-16 13:15:00,173.25,165.3,Long,127,-7.949999999999989,-1009.6499999999985,441669.09999999707,SL,DHANI,0 days 03:00:00
Long,2019-12-16 10:15:00,2019-12-16 13:15:00,43.3,43.1,Long,510,-0.19999999999999574,-101.99999999999783,441567.09999999707,SL,VAKRANGEE,0 days 03:00:00
Long,2019-12-16 10:15:00,2019-12-16 13:15:00,219.5,218.55,Long,100,-0.9499999999999886,-94.99999999999886,441472.09999999707,SL,DELTACORP,0 days 03:00:00
Long,2019-12-16 10:15:00,2019-12-16 13:15:00,2.8,2.7,Long,7883,-0.09999999999999964,-788.2999999999972,440683.7999999971,SL,RHFL-BE,0 days 03:00:00
Long,2019-12-16 11:15:00,2019-12-16 14:15:00,11.75,11.75,Long,1875,0.0,0.0,440683.7999999971,SL,INFIBEAM,0 days 03:00:00
Long,2019-12-16 11:15:00,2019-12-16 14:15:00,168.0,164.25,Long,131,-3.75,-491.25,440192.5499999971,SL,APOLLOTYRE,0 days 03:00:00
Long,2019-12-16 11:15:00,2019-12-16 14:15:00,4.7,4.55,Long,4682,-0.15000000000000036,-702.3000000000017,439490.2499999971,SL,GVKPIL-BE,0 days 03:00:00
Long,2019-12-16 11:15:00,2019-12-16 14:15:00,94.0,94.25,Long,233,0.25,58.25,439548.4999999971,TP,MOTHERSON,0 days 03:00:00
Long,2019-12-16 12:15:00,2019-12-16 15:15:00,123.3,132.3,Long,178,9.000000000000014,1602.0000000000025,441150.4999999971,TP,JKPAPER,0 days 03:00:00
Long,2019-12-16 12:15:00,2019-12-16 15:15:00,42.85,44.95,Long,514,2.1000000000000014,1079.4000000000008,442229.8999999971,TP,COFFEEDAY,0 days 03:00:00
Long,2019-12-16 13:15:00,2019-12-17 09:15:00,1.9,1.75,Long,11637,-0.1499999999999999,-1745.549999999999,440484.3499999971,SL,SUZLON-BE,0 days 20:00:00
Long,2019-12-16 13:15:00,2019-12-17 09:15:00,328.3,327.25,Long,67,-1.0500000000000114,-70.35000000000076,440413.99999999715,SL,UJJIVAN,0 days 20:00:00
Long,2019-12-16 13:15:00,2019-12-17 09:15:00,16.85,16.65,Long,1306,-0.20000000000000284,-261.2000000000037,440152.79999999714,SL,UCOBANK,0 days 20:00:00
Long,2019-12-16 13:15:00,2019-12-17 09:15:00,2.35,2.25,Long,9364,-0.10000000000000009,-936.4000000000009,439216.3999999971,SL,JPASSOCIAT,0 days 20:00:00
Long,2019-12-16 14:15:00,2019-12-17 10:15:00,58.4,58.65,Long,376,0.25,94.0,439310.3999999971,TP,JAGRAN,0 days 20:00:00
Long,2019-12-16 14:15:00,2019-12-17 10:15:00,313.05,308.5,Long,70,-4.550000000000011,-318.5000000000008,438991.8999999971,SL,IBULHSGFIN,0 days 20:00:00
Long,2019-12-16 14:15:00,2019-12-17 10:15:00,26.45,26.55,Long,829,0.10000000000000142,82.90000000000117,439074.79999999714,TP,NETWORK18,0 days 20:00:00
Long,2019-12-16 14:15:00,2019-12-17 10:15:00,4.7,4.35,Long,4671,-0.35000000000000053,-1634.8500000000024,437439.94999999716,SL,GVKPIL-BE,0 days 20:00:00
Long,2019-12-16 14:15:00,2019-12-17 10:15:00,171.75,165.75,Long,127,-6.0,-762.0,436677.94999999716,SL,DHANI,0 days 20:00:00
